,Lot Area,Year Built,Year Remod/Add,Mas Vnr Area,BsmtFin SF 1,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,TotRms AbvGrd,Fireplaces,Garage Yr Blt,Garage Cars,Garage Area,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,Mo Sold,Yr Sold,SalePrice
417,2104,1976,1976,0.0,536.0,0.0,300.0,836.0,836,0,0,836,0.0,1.0,1,0,2,1,5,0,1976.0,1.0,345.0,150,20,0,0,0,0,0,10,2009,128500
418,7150,1967,1967,60.0,432.0,0.0,460.0,892.0,892,0,0,892,0.0,0.0,1,0,3,1,5,0,1967.0,1.0,288.0,0,0,0,0,0,0,0,7,2009,100000
419,10710,1966,2004,165.0,644.0,0.0,220.0,864.0,1120,0,0,1120,0.0,1.0,1,0,3,1,5,1,1966.0,2.0,656.0,0,162,0,0,0,0,1200,7,2009,148800
420,12456,2006,2007,230.0,1172.0,0.0,528.0,1700.0,1718,0,0,1718,1.0,0.0,2,0,3,1,7,1,2008.0,3.0,786.0,216,48,0,0,0,0,0,7,2009,337500
421,14257,2007,2007,726.0,1360.0,0.0,416.0,1776.0,1794,978,0,2772,1.0,0.0,3,1,4,1,10,3,2007.0,3.0,754.0,135,64,0,0,0,0,0,6,2009,462000
422,13518,2008,2009,860.0,0.0,0.0,1926.0,1926.0,1966,1174,0,3140,0.0,0.0,3,1,4,1,11,2,2009.0,3.0,820.0,144,78,0,0,0,0,0,7,2009,485000
423,15431,2008,2008,200.0,1767.0,539.0,788.0,3094.0,2402,0,0,2402,1.0,0.0,2,0,2,1,10,2,2008.0,3.0,672.0,0,72,0,0,170,0,0,4,2009,555000
424,13173,2006,2007,300.0,1572.0,0.0,80.0,1652.0,1652,0,0,1652,1.0,0.0,2,0,2,1,6,2,2006.0,2.0,840.0,404,102,0,0,0,0,0,11,2009,325000
425,14230,2007,2007,640.0,0.0,0.0,1566.0,1566.0,1600,0,0,1600,0.0,0.0,2,0,3,1,7,1,2007.0,3.0,890.0,0,56,0,0,0,0,0,7,2009,256300
426,12704,2008,2009,306.0,0.0,0.0,2042.0,2042.0,2042,0,0,2042,0.0,0.0,2,1,3,1,8,1,2009.0,3.0,1390.0,0,90,0,0,0,0,0,8,2009,253293
427,12350,2009,2009,0.0,986.0,0.0,379.0,1365.0,1365,1325,0,2690,1.0,0.0,2,1,3,1,8,1,2009.0,3.0,864.0,0,197,0,0,0,0,0,7,2009,398800
428,11308,2008,2008,154.0,936.0,0.0,168.0,1104.0,1130,1054,0,2184,1.0,0.0,2,1,3,1,10,1,2008.0,3.0,836.0,0,102,0,0,0,0,0,7,2009,335000
429,12350,2008,2008,450.0,1232.0,0.0,788.0,2020.0,2020,0,0,2020,1.0,0.0,2,0,3,1,7,1,2008.0,3.0,896.0,192,98,0,0,0,0,0,5,2009,404000
430,12220,2009,2009,305.0,1436.0,0.0,570.0,2006.0,2020,0,0,2020,1.0,0.0,2,1,3,1,9,1,2009.0,3.0,900.0,156,54,0,0,0,0,0,9,2009,402861
431,13478,2008,2008,420.0,1338.0,0.0,384.0,1722.0,1728,568,0,2296,1.0,0.0,2,1,3,1,10,1,2008.0,3.0,842.0,382,274,0,0,0,0,0,6,2009,451950
432,13693,2007,2007,472.0,2288.0,0.0,342.0,2630.0,2674,0,0,2674,2.0,0.0,2,1,2,1,8,2,2007.0,3.0,762.0,360,50,0,0,0,0,0,3,2009,610000
433,13891,2008,2009,424.0,0.0,0.0,1734.0,1734.0,1734,1088,0,2822,0.0,0.0,3,1,4,1,12,1,2009.0,3.0,1020.0,52,170,0,0,192,0,0,1,2009,582933
434,11578,2008,2008,302.0,0.0,0.0,1736.0,1736.0,1736,0,0,1736,0.0,0.0,2,0,3,1,7,1,2008.0,3.0,834.0,319,90,0,0,0,0,0,7,2009,360000
435,16870,2004,2005,238.0,1531.0,0.0,251.0,1782.0,1782,0,0,1782,1.0,0.0,2,0,3,1,7,2,2004.0,3.0,932.0,99,82,0,0,0,0,0,4,2009,296000
436,23303,2007,2007,20.0,1230.0,0.0,278.0,1508.0,1508,1012,0,2520,1.0,0.0,2,1,5,1,10,1,2007.0,3.0,640.0,192,273,0,0,0,0,0,6,2009,409900
437,11146,2006,2006,250.0,0.0,0.0,1709.0,1709.0,1717,0,0,1717,0.0,0.0,2,0,3,1,7,1,2006.0,3.0,908.0,169,39,0,0,0,0,0,7,2009,255500
438,10367,2008,2008,284.0,1015.0,0.0,724.0,1739.0,1743,0,0,1743,1.0,0.0,2,0,3,1,8,1,2008.0,3.0,927.0,168,45,0,0,0,0,0,6,2009,335000
439,9591,2004,2005,262.0,1088.0,0.0,625.0,1713.0,1713,0,0,1713,1.0,0.0,2,0,3,1,7,1,2004.0,3.0,856.0,0,26,0,0,170,0,0,1,2009,274900
440,10872,2006,2006,122.0,1037.0,0.0,467.0,1504.0,1531,0,0,1531,1.0,0.0,2,0,2,1,6,1,2006.0,3.0,700.0,184,52,0,0,0,0,0,2,2009,300000
441,13514,2008,2008,285.0,1142.0,0.0,632.0,1774.0,1808,0,0,1808,1.0,0.0,2,0,3,1,7,1,2008.0,3.0,850.0,200,26,0,0,0,0,0,3,2009,324000
442,8834,2004,2005,216.0,1170.0,0.0,292.0,1462.0,1462,762,0,2224,1.0,0.0,2,1,4,1,10,1,2004.0,3.0,738.0,184,0,0,0,0,0,0,6,2009,350000
443,11362,2004,2005,42.0,1039.0,0.0,797.0,1836.0,1836,0,0,1836,1.0,0.0,2,0,3,1,7,1,2004.0,3.0,862.0,125,185,0,0,0,0,0,3,2009,280000
444,10655,2003,2004,296.0,1124.0,479.0,1603.0,3206.0,1629,0,0,1629,1.0,0.0,2,0,3,1,7,1,2003.0,3.0,880.0,0,0,0,0,0,0,0,10,2009,284000
445,12878,2003,2004,418.0,1262.0,0.0,498.0,1760.0,1760,0,0,1760,1.0,0.0,2,0,3,1,8,1,2003.0,2.0,583.0,165,190,0,0,0,0,0,6,2009,269500
446,9541,2009,2009,268.0,0.0,0.0,1502.0,1502.0,1502,0,0,1502,0.0,0.0,2,0,3,1,7,0,2009.0,2.0,644.0,0,114,0,0,0,0,0,9,2009,233170
447,13472,2003,2003,922.0,56.0,0.0,2336.0,2392.0,2392,0,0,2392,0.0,0.0,2,0,3,1,8,1,2003.0,3.0,968.0,248,105,0,0,0,0,0,6,2009,386250
448,15274,2003,2003,724.0,1972.0,0.0,480.0,2452.0,2452,0,0,2452,2.0,0.0,2,0,3,1,10,1,2003.0,3.0,886.0,0,116,0,0,0,0,0,7,2009,445000
449,13262,2003,2004,186.0,0.0,0.0,1082.0,1082.0,1105,1295,0,2400,0.0,0.0,3,1,4,1,10,1,2003.0,3.0,730.0,114,40,0,0,0,0,0,6,2009,290000
450,9658,2006,2006,383.0,0.0,0.0,1598.0,1598.0,1606,0,0,1606,0.0,0.0,2,0,3,1,6,1,2006.0,3.0,871.0,230,60,0,0,0,0,0,7,2009,255900
451,6904,2005,2005,240.0,836.0,0.0,522.0,1358.0,1358,0,0,1358,0.0,0.0,2,0,2,1,6,1,2005.0,2.0,484.0,192,36,0,0,0,0,0,8,2009,213000
452,5381,2005,2005,135.0,900.0,0.0,406.0,1306.0,1306,0,0,1306,1.0,0.0,2,0,1,1,5,1,2005.0,2.0,624.0,170,63,0,0,0,0,0,8,2009,196000
453,5122,2005,2005,135.0,881.0,0.0,425.0,1306.0,1306,0,0,1306,1.0,0.0,2,0,1,1,5,1,2005.0,2.0,624.0,170,63,0,0,0,0,0,3,2009,184500
454,10307,2007,2008,176.0,876.0,0.0,474.0,1350.0,1358,0,0,1358,1.0,0.0,2,0,2,1,6,1,2008.0,2.0,484.0,192,26,0,0,0,0,0,5,2009,212500
455,5001,2007,2008,166.0,904.0,0.0,410.0,1314.0,1314,0,0,1314,1.0,0.0,2,0,2,1,6,1,2008.0,2.0,626.0,172,62,0,0,0,0,0,7,2009,230000
456,14836,2004,2005,730.0,2146.0,0.0,346.0,2492.0,2492,0,0,2492,1.0,0.0,2,1,2,1,8,1,2004.0,3.0,949.0,226,235,0,0,0,0,0,2,2009,552000
457,15262,2003,2004,470.0,1557.0,0.0,643.0,2200.0,2200,0,0,2200,1.0,0.0,2,1,3,1,8,1,2003.0,3.0,685.0,208,55,0,0,0,0,0,7,2009,382500
458,7390,2008,2009,308.0,800.0,0.0,1084.0,1884.0,1884,0,0,1884,1.0,0.0,2,0,2,1,6,1,2008.0,2.0,649.0,231,90,0,0,0,0,0,5,2009,320000
459,6472,2008,2008,500.0,0.0,0.0,1451.0,1451.0,1456,0,0,1456,0.0,0.0,2,0,2,1,6,1,2008.0,2.0,539.0,192,42,0,0,0,0,0,4,2009,248500
460,16770,2002,2003,270.0,1196.0,0.0,516.0,1712.0,1712,0,0,1712,1.0,0.0,2,0,3,1,8,1,2002.0,3.0,701.0,218,183,0,0,0,0,0,9,2009,286500
461,6240,2006,2006,176.0,863.0,0.0,461.0,1324.0,1324,0,0,1324,1.0,0.0,2,0,2,1,6,1,2006.0,2.0,550.0,192,38,0,0,0,0,0,12,2009,254000
462,3480,2003,2003,163.0,0.0,0.0,1405.0,1405.0,1405,0,0,1405,0.0,0.0,2,0,2,1,6,1,2003.0,2.0,478.0,148,36,0,0,0,0,0,11,2009,173000
463,2268,2003,2004,106.0,567.0,0.0,197.0,764.0,764,862,0,1626,0.0,0.0,2,0,2,1,6,0,2003.0,2.0,474.0,0,27,0,0,0,0,0,7,2009,173000
464,10928,2005,2005,0.0,0.0,0.0,728.0,728.0,728,728,0,1456,0.0,0.0,2,1,3,1,8,1,2005.0,2.0,390.0,100,0,0,0,0,0,0,6,2009,184000
465,8918,2005,2006,0.0,0.0,0.0,745.0,745.0,745,745,0,1490,0.0,0.0,2,1,3,1,7,1,2005.0,2.0,392.0,36,20,0,0,0,0,0,7,2009,167800
466,12589,2005,2005,0.0,0.0,0.0,742.0,742.0,742,742,0,1484,0.0,0.0,2,1,3,1,8,1,2005.0,2.0,390.0,36,24,0,0,0,0,0,6,2009,174000
467,11911,2005,2005,0.0,0.0,0.0,684.0,684.0,684,876,0,1560,0.0,0.0,2,1,3,1,6,1,2005.0,2.0,400.0,100,38,0,0,0,0,0,3,2009,174000
468,3684,2007,2007,130.0,0.0,0.0,1373.0,1373.0,1555,0,0,1555,0.0,0.0,2,0,2,1,7,1,2007.0,3.0,660.0,143,20,0,0,0,0,0,6,2009,174000
469,3635,2007,2007,130.0,988.0,0.0,398.0,1386.0,1569,0,0,1569,0.0,1.0,2,0,1,1,7,1,2007.0,3.0,660.0,143,20,0,0,0,0,0,5,2009,175900
470,3182,2005,2006,16.0,16.0,0.0,1357.0,1373.0,1555,0,0,1555,0.0,0.0,2,0,2,1,7,1,2005.0,2.0,430.0,143,20,0,0,0,0,0,5,2009,192500
471,3182,2005,2006,16.0,16.0,0.0,1330.0,1346.0,1504,0,0,1504,0.0,0.0,2,0,1,1,7,1,2005.0,2.0,457.0,156,0,0,0,0,0,0,5,2009,181000
472,3182,2005,2006,16.0,16.0,0.0,1204.0,1220.0,1220,0,0,1220,0.0,0.0,2,0,2,1,5,1,2005.0,2.0,397.0,100,16,0,0,0,0,0,8,2009,180000
473,3182,2005,2006,11.0,16.0,0.0,1129.0,1145.0,1145,0,0,1145,0.0,0.0,2,0,2,1,5,1,2005.0,2.0,397.0,100,16,0,0,0,0,0,9,2009,160200
474,7795,2004,2005,0.0,425.0,0.0,291.0,716.0,716,716,0,1432,1.0,0.0,2,1,3,1,6,1,2004.0,2.0,432.0,100,51,0,0,0,0,0,7,2009,188500
475,8068,2002,2002,0.0,0.0,0.0,1010.0,1010.0,1010,1257,0,2267,0.0,0.0,2,1,4,1,8,1,2002.0,2.0,390.0,120,46,0,0,0,0,0,12,2009,200000
476,9434,2004,2005,0.0,0.0,0.0,384.0,384.0,744,630,0,1374,0.0,0.0,2,1,3,1,6,1,2004.0,2.0,400.0,100,0,0,0,0,0,0,8,2009,170000
477,7984,2004,2005,200.0,0.0,0.0,868.0,868.0,868,762,0,1630,0.0,0.0,2,1,3,1,7,1,2004.0,2.0,436.0,120,48,0,0,0,0,0,9,2009,189500
478,7750,2002,2002,0.0,353.0,0.0,55.0,408.0,779,640,0,1419,1.0,0.0,2,1,3,1,7,1,2002.0,2.0,527.0,120,0,0,0,0,0,0,3,2009,184100
479,10125,2004,2004,0.0,0.0,0.0,846.0,846.0,846,748,0,1594,0.0,0.0,2,1,3,1,7,1,2004.0,2.0,434.0,300,48,0,0,0,0,0,7,2009,195500
480,8965,2003,2003,0.0,652.0,0.0,130.0,782.0,806,683,0,1489,1.0,0.0,2,1,3,1,8,1,2003.0,2.0,400.0,0,75,0,0,0,0,0,6,2009,192000
481,8174,2003,2003,0.0,494.0,0.0,204.0,698.0,698,644,0,1342,1.0,0.0,2,1,3,1,7,1,2003.0,2.0,393.0,100,56,0,0,0,0,0,5,2009,178000
482,5063,2007,2008,166.0,904.0,0.0,410.0,1314.0,1314,0,0,1314,1.0,0.0,2,0,2,1,6,1,2008.0,2.0,626.0,172,62,0,0,0,0,0,4,2009,207500
483,8795,2000,2000,0.0,300.0,0.0,652.0,952.0,980,1276,0,2256,0.0,0.0,2,1,4,1,8,1,2000.0,2.0,554.0,224,54,0,0,0,0,0,4,2009,236000
485,12224,2000,2000,40.0,695.0,0.0,297.0,992.0,1022,1032,0,2054,1.0,0.0,2,1,3,1,7,1,2000.0,2.0,390.0,24,48,0,0,0,0,0,7,2009,244000
486,9734,2004,2004,0.0,241.0,113.0,30.0,384.0,744,630,0,1374,0.0,0.0,2,1,3,1,7,0,2004.0,2.0,400.0,0,0,0,0,0,0,0,5,2009,167000
487,8123,2000,2000,16.0,0.0,0.0,982.0,982.0,1007,793,0,1800,0.0,0.0,2,1,3,1,7,1,2000.0,2.0,463.0,100,63,0,0,0,0,0,6,2009,179000
488,8433,2000,2000,0.0,683.0,0.0,111.0,794.0,819,695,0,1514,1.0,0.0,2,1,3,1,7,1,2000.0,2.0,394.0,0,72,0,0,0,0,0,6,2009,190000
489,7750,1999,2000,0.0,0.0,0.0,384.0,384.0,774,656,0,1430,0.0,0.0,2,1,3,1,7,1,1999.0,2.0,400.0,0,0,0,0,0,0,0,3,2009,156000
490,15896,1999,1999,210.0,913.0,0.0,264.0,1177.0,1223,1089,0,2312,1.0,0.0,2,1,4,1,8,1,1999.0,3.0,658.0,298,0,0,0,0,0,0,5,2009,245000
491,24682,1999,1999,0.0,0.0,0.0,841.0,841.0,892,783,0,1675,0.0,0.0,2,1,3,1,7,1,1999.0,2.0,502.0,0,103,0,0,0,0,0,6,2009,181000
492,8755,1999,1999,298.0,772.0,0.0,220.0,992.0,1022,1038,0,2060,1.0,0.0,2,1,3,1,8,1,1999.0,2.0,390.0,0,0,0,168,0,0,0,6,2009,214000
493,7848,1999,1999,0.0,0.0,0.0,384.0,384.0,774,656,0,1430,0.0,0.0,2,1,3,1,7,1,1999.0,2.0,410.0,0,0,0,0,0,0,0,6,2009,168000
494,9430,1999,1999,673.0,1163.0,0.0,89.0,1252.0,1268,1097,0,2365,1.0,0.0,2,1,3,1,8,1,1999.0,3.0,856.0,0,128,0,0,180,0,0,7,2009,337000
495,15138,1995,1996,506.0,689.0,0.0,773.0,1462.0,1490,1304,0,2794,1.0,0.0,2,1,4,1,9,1,1995.0,3.0,810.0,0,146,202,0,0,0,0,7,2009,403000
496,12720,2000,2000,150.0,1173.0,0.0,282.0,1455.0,1466,1221,0,2687,1.0,0.0,2,1,4,1,10,2,2000.0,3.0,810.0,252,30,0,0,0,0,0,9,2009,327000
497,16545,1998,1998,731.0,781.0,0.0,503.0,1284.0,1310,1140,0,2450,1.0,0.0,2,1,3,1,7,1,1998.0,3.0,1069.0,0,126,0,0,0,0,0,5,2009,340000
498,12203,1998,1999,975.0,854.0,0.0,371.0,1225.0,1276,1336,0,2612,1.0,0.0,2,1,4,1,8,1,1998.0,3.0,676.0,250,0,0,0,0,0,0,7,2009,336000
499,10208,1996,1997,921.0,0.0,0.0,1264.0,1264.0,1277,1067,0,2344,0.0,0.0,2,1,3,1,7,1,1996.0,3.0,889.0,220,0,0,0,0,0,0,7,2009,265000
500,10750,1994,1995,634.0,236.0,1526.0,262.0,2024.0,2063,0,0,2063,1.0,0.0,2,0,3,1,7,2,1994.0,3.0,815.0,182,56,0,0,0,0,0,6,2009,315000
501,9900,1993,1993,256.0,987.0,0.0,360.0,1347.0,1372,1274,0,2646,1.0,0.0,2,1,4,1,9,1,1993.0,3.0,656.0,340,60,144,0,0,0,0,4,2009,260000
502,9085,1995,1996,286.0,816.0,0.0,254.0,1070.0,1094,967,0,2061,1.0,0.0,2,1,3,1,7,1,1995.0,2.0,647.0,296,102,209,0,0,0,0,11,2009,260000
503,11692,1993,1994,372.0,624.0,0.0,549.0,1173.0,1215,1017,0,2232,1.0,0.0,2,1,3,1,8,1,1993.0,2.0,623.0,173,165,0,0,0,0,0,10,2009,263550
504,46589,1994,2005,528.0,1361.0,180.0,88.0,1629.0,1686,762,0,2448,1.0,0.0,2,1,4,1,8,1,1994.0,3.0,711.0,517,76,0,0,0,0,0,7,2009,402000
505,29959,1994,1994,0.0,595.0,0.0,378.0,973.0,979,871,0,1850,0.0,0.0,2,1,3,1,7,1,1994.0,2.0,467.0,168,98,0,0,0,0,0,1,2009,248000
506,9612,2008,2009,72.0,0.0,0.0,1468.0,1468.0,1468,0,0,1468,0.0,0.0,2,0,3,1,6,1,2008.0,3.0,898.0,210,150,0,0,0,0,0,12,2009,244600
507,11194,2008,2008,240.0,0.0,0.0,1696.0,1696.0,1696,0,0,1696,0.0,0.0,2,0,3,1,7,0,2008.0,3.0,972.0,120,56,0,0,0,0,0,9,2009,275000
508,10206,2008,2008,294.0,0.0,0.0,1614.0,1614.0,1658,0,0,1658,0.0,0.0,2,1,3,1,7,1,2008.0,3.0,726.0,144,44,0,0,0,0,0,9,2009,257500
509,9262,2008,2009,194.0,0.0,0.0,1573.0,1573.0,1578,0,0,1578,0.0,0.0,2,0,3,1,7,1,2008.0,3.0,840.0,0,36,0,0,0,0,0,5,2009,287090
510,10130,2007,2007,260.0,1294.0,0.0,408.0,1702.0,1702,0,0,1702,1.0,0.0,2,0,3,1,7,1,2007.0,3.0,844.0,0,69,0,0,0,0,0,3,2009,275500
511,9139,2006,2006,206.0,379.0,0.0,1043.0,1422.0,1432,0,0,1432,0.0,0.0,2,0,3,1,7,1,2006.0,2.0,492.0,297,50,0,0,0,0,0,9,2009,245000
512,9675,2005,2005,0.0,341.0,0.0,772.0,1113.0,1113,858,0,1971,0.0,0.0,2,1,3,1,8,1,2005.0,2.0,689.0,0,48,0,0,0,0,0,2,2009,253000
513,11128,2005,2006,198.0,2158.0,0.0,300.0,2458.0,2490,0,0,2490,1.0,0.0,2,0,2,1,9,2,2005.0,3.0,795.0,70,226,0,0,0,0,0,10,2009,468000
514,8640,2009,2009,0.0,822.0,0.0,78.0,900.0,932,920,0,1852,1.0,0.0,2,1,3,1,7,1,2009.0,2.0,644.0,168,108,0,0,0,0,0,7,2009,252678
515,9000,2008,2008,0.0,0.0,0.0,768.0,768.0,786,804,0,1590,0.0,0.0,2,1,3,1,6,0,2008.0,2.0,676.0,0,30,0,0,0,0,0,6,2009,210000
516,7862,2009,2009,0.0,27.0,0.0,1191.0,1218.0,1218,0,0,1218,0.0,0.0,2,0,2,1,4,0,2009.0,2.0,676.0,0,102,0,0,0,0,0,9,2009,208300
518,8640,2009,2009,72.0,936.0,0.0,364.0,1300.0,1314,0,0,1314,1.0,0.0,2,0,3,1,6,0,2009.0,2.0,552.0,135,112,0,0,0,0,0,9,2009,229456
519,8640,2008,2008,0.0,0.0,0.0,1402.0,1402.0,1402,0,0,1402,0.0,0.0,2,0,3,1,7,0,2008.0,2.0,625.0,205,126,0,0,0,0,0,5,2009,229800
520,12606,2007,2008,120.0,0.0,0.0,1530.0,1530.0,1530,0,0,1530,0.0,0.0,2,0,3,1,7,1,2008.0,3.0,984.0,212,136,0,0,0,0,0,5,2009,250000
521,9187,2009,2009,162.0,1121.0,0.0,645.0,1766.0,1766,0,0,1766,1.0,0.0,2,1,2,1,7,1,2009.0,3.0,478.0,195,130,0,0,0,0,0,10,2009,370878
522,7500,2006,2007,238.0,24.0,0.0,1348.0,1372.0,1448,0,0,1448,0.0,0.0,2,0,2,1,6,1,2006.0,2.0,692.0,0,140,0,0,0,0,0,6,2009,238500
523,11003,2008,2008,160.0,765.0,0.0,252.0,1017.0,1026,981,0,2007,1.0,0.0,2,1,3,1,10,1,2008.0,3.0,812.0,168,52,0,0,0,0,0,4,2009,310000
524,10603,2006,2006,121.0,682.0,0.0,218.0,900.0,909,886,0,1795,1.0,0.0,2,1,3,1,8,1,2006.0,3.0,782.0,168,45,0,0,0,0,0,7,2009,270000
525,10574,2005,2006,0.0,0.0,0.0,1082.0,1082.0,1082,871,0,1953,0.0,0.0,2,1,3,1,9,1,2005.0,3.0,1043.0,160,50,0,0,0,0,0,5,2009,252000
526,8125,2006,2007,100.0,812.0,0.0,280.0,1092.0,1112,438,0,1550,1.0,0.0,2,0,2,1,7,0,2007.0,2.0,438.0,0,168,0,0,0,0,0,10,2009,241000
527,8125,2008,2009,288.0,0.0,0.0,1836.0,1836.0,1836,0,0,1836,0.0,0.0,2,0,3,1,8,1,2009.0,2.0,517.0,0,175,0,0,0,0,0,10,2009,264500
528,10625,2006,2007,0.0,1430.0,0.0,222.0,1652.0,1662,0,0,1662,1.0,0.0,2,0,3,1,8,1,2006.0,3.0,711.0,168,120,0,0,0,0,0,3,2009,291000
529,9375,2003,2004,0.0,0.0,0.0,912.0,912.0,912,1182,0,2094,0.0,0.0,2,1,4,1,8,1,2003.0,2.0,615.0,182,182,0,0,0,0,0,11,2009,263000
530,7500,2004,2005,0.0,410.0,0.0,811.0,1221.0,1221,0,0,1221,1.0,0.0,2,0,2,1,6,0,2004.0,2.0,400.0,0,113,0,0,0,0,0,10,2009,185000
531,8736,2003,2004,0.0,771.0,360.0,422.0,1553.0,1553,0,0,1553,1.0,0.0,2,0,3,1,6,0,2003.0,2.0,588.0,192,88,0,0,0,0,0,8,2009,234500
532,8127,2003,2003,0.0,410.0,0.0,402.0,812.0,812,841,0,1653,1.0,0.0,2,1,3,1,6,0,2003.0,2.0,628.0,0,45,0,0,0,0,0,3,2009,209000
533,9605,2007,2007,0.0,0.0,0.0,1218.0,1218.0,1218,0,0,1218,0.0,0.0,1,1,3,1,6,0,2007.0,2.0,576.0,0,178,0,0,0,0,0,4,2009,159000
534,7500,2006,2006,0.0,54.0,0.0,1087.0,1141.0,1141,0,0,1141,1.0,0.0,1,1,3,1,6,0,2006.0,2.0,484.0,182,0,0,0,0,0,0,6,2009,152000
536,10628,2004,2004,0.0,0.0,0.0,835.0,835.0,871,941,0,1812,0.0,0.0,2,1,3,1,8,0,2004.0,2.0,478.0,146,91,0,0,0,0,0,1,2009,193000
537,10141,2004,2004,264.0,516.0,774.0,222.0,1512.0,1512,0,0,1512,0.0,0.0,2,0,3,1,6,0,2004.0,3.0,845.0,210,36,0,0,0,0,0,1,2009,203000
539,13072,2004,2005,0.0,0.0,0.0,1114.0,1114.0,1114,0,0,1114,0.0,0.0,1,1,3,1,6,0,2005.0,2.0,576.0,248,102,0,0,0,0,0,5,2009,159000
541,12450,2003,2004,0.0,836.0,0.0,278.0,1114.0,1114,0,0,1114,1.0,0.0,2,0,3,1,6,0,2004.0,2.0,576.0,0,42,0,0,0,0,0,6,2009,153000
542,7328,2008,2009,140.0,0.0,0.0,1450.0,1450.0,1450,0,0,1450,0.0,0.0,2,0,2,1,6,0,2008.0,3.0,788.0,0,93,0,0,0,0,0,2,2009,224243
543,11492,1996,1997,132.0,637.0,0.0,276.0,913.0,913,1209,0,2122,1.0,0.0,2,1,4,1,8,1,1997.0,2.0,559.0,0,74,0,0,0,0,0,4,2009,220000
544,10994,2005,2006,366.0,976.0,0.0,868.0,1844.0,1844,0,0,1844,1.0,0.0,2,0,2,1,7,1,2005.0,2.0,620.0,165,44,0,0,0,0,0,9,2009,257000
545,8529,2001,2001,0.0,20.0,0.0,1434.0,1454.0,1434,0,0,1434,0.0,0.0,2,0,3,1,6,1,2001.0,2.0,527.0,290,39,0,0,0,0,0,4,2009,189000
546,7703,1992,1992,0.0,52.0,364.0,400.0,816.0,833,897,0,1730,0.0,0.0,2,1,3,1,6,0,1992.0,2.0,528.0,0,91,0,0,168,0,0,11,2009,171500
547,10762,1980,1980,0.0,0.0,0.0,626.0,626.0,626,591,0,1217,0.0,0.0,1,1,3,1,6,1,1980.0,1.0,288.0,0,28,0,0,0,0,0,4,2009,120000
548,7175,1990,1991,0.0,0.0,0.0,1332.0,1332.0,1332,0,0,1332,0.0,0.0,2,0,2,1,5,0,1990.0,2.0,542.0,0,60,0,0,0,0,0,2,2009,145000
549,9109,1994,1994,0.0,36.0,596.0,122.0,754.0,754,786,0,1540,1.0,0.0,2,1,3,1,6,0,1994.0,2.0,495.0,140,32,0,0,0,0,0,10,2009,184000
550,10274,1986,1986,141.0,331.0,0.0,345.0,676.0,698,702,0,1400,0.0,0.0,2,1,3,1,6,0,1986.0,2.0,465.0,0,48,0,0,0,0,0,7,2009,162000
551,8250,1981,1981,0.0,0.0,0.0,0.0,0.0,964,918,0,1882,0.0,0.0,2,0,4,2,8,2,1981.0,2.0,612.0,0,0,0,0,0,0,0,5,2009,160000
552,8400,1950,1950,0.0,0.0,0.0,721.0,721.0,841,0,0,841,0.0,0.0,1,0,2,1,4,0,1950.0,1.0,294.0,250,0,24,0,0,0,0,9,2009,82000
553,9000,1928,1950,0.0,0.0,0.0,784.0,784.0,784,0,0,784,0.0,0.0,1,0,2,1,5,0,1950.0,2.0,360.0,0,0,91,0,0,0,0,10,2009,76000
554,9750,1962,1962,0.0,68.0,884.0,28.0,980.0,980,0,0,980,1.0,0.0,1,0,3,1,5,0,1969.0,2.0,400.0,0,28,0,0,0,0,0,11,2009,110000
555,7064,1977,1977,153.0,560.0,0.0,420.0,980.0,980,0,0,980,0.0,0.0,1,0,3,1,6,0,1986.0,2.0,484.0,192,0,0,0,0,0,0,7,2009,135000
556,8499,1961,1961,0.0,660.0,0.0,204.0,864.0,864,0,0,864,1.0,0.0,1,0,3,1,5,0,1982.0,2.0,732.0,0,312,0,0,0,0,0,6,2009,141000
557,9079,1961,1961,0.0,864.0,0.0,0.0,864.0,864,0,0,864,0.0,0.0,1,0,2,1,5,0,1961.0,1.0,440.0,158,0,0,0,0,0,0,7,2009,122000
558,9316,1965,1965,0.0,544.0,0.0,480.0,1024.0,1020,0,0,1020,0.0,0.0,2,0,3,1,5,0,1965.0,1.0,288.0,171,0,0,0,0,0,0,5,2009,124100
559,7791,1963,1995,0.0,624.0,0.0,288.0,912.0,912,0,0,912,1.0,0.0,1,0,3,1,6,0,1963.0,1.0,300.0,0,0,0,0,0,0,0,10,2009,129000
560,10000,1961,1983,0.0,594.0,0.0,270.0,864.0,1144,0,0,1144,1.0,0.0,1,0,3,1,6,1,1961.0,1.0,264.0,165,0,0,0,0,0,400,3,2009,131400
561,8281,1965,1965,0.0,553.0,311.0,0.0,864.0,864,0,0,864,0.0,0.0,1,0,3,1,5,1,1965.0,1.0,360.0,0,0,236,0,0,0,0,12,2009,62383
562,7150,1962,1962,60.0,140.0,590.0,182.0,912.0,912,0,0,912,0.0,1.0,1,0,3,1,6,0,1962.0,1.0,252.0,0,0,0,0,0,0,0,10,2009,123000
